sample	irma_HA	irma_NA	vapor_HA	vapor_NA
SRR30714933	1	1	1	1
SRR31062754	5	1	5	1
SRR30589547	3	2	3	2
SRR3126330	1	1	1	1
SRR1219658	?	?	1	?
SRR10569290	1	1	1	1
SRR7106940	?	?	?	?
SRR14420395	1	2	1	2
SRR28015198	1	1	1	1
SRR27663404	3	2	3	2
SRR24839134	5	1	5	1
SRR24839353	5	1	5	1
SRR24839572	5	1	5	1
SRR28084637	?	?	1	1
SRR24843326	5	1	5	1
SRR28073617	?	?	3	2
ERR3474632	3	2	3	2
SRR15282423	2	2	2	2
SRR15282650	2	2	2	2
SRR10436506	1	1	1	1
SRR19404245	1	1	1	1
SRR17349478	7	3	7	3
SRR2054787	1	1	1	1
SRR5215250	3	2	3	2
SRR11445838	3	2	3	2
ERR4553238	1	1	1	1
SRR8875163	3	?	3	?
SRR15084903	1	1	1	1
SRR10161180	?	?	?	?
SRR10294733	3	?	3	?
SRR21931671	1	1	1	1
SRR14242277	3	2	3	2
SRR25222335	9	2	9	2
SRR28834920	5	1	5	1
SRR25266119	1	2	1	2
SRR28752624	5	1	5	1
SRR28388484	1	1	1	1
SRR24842917	5	1	5	1
SRR24843410	5	1	5	1
SRR12389655	6	2	6	2
SRR16359655	9	2	9	2
SRR17769797	7	9	7	9
SRR16770205	1	1	1	1
SRR18273535	1	2	1	1
SRR29953248	5	1	5	1
SRR29022294	1	1	1	1
SRR25382857	1	1	1	1
SRR29740405	5	1	5	1
SRR29740733	5	1	5	1
SRR29248456	3	2	3	2
SRR29009353	1	1	1	1
SRR29360557	3	2	3	2
SRR29085750	3	2	3	2
SRR29833353	3	2	3	2
SRR29543309	5	1	5	1
SRR27384411	3	2	3	2
SRR27384632	3	2	3	2
SRR29692845	?	?	1	1
ERR13358302	3	2	3	2
SRR27181119	?	2	?	2
SRR27181338	1	1	1	1
SRR27181557	1	1	1	1
SRR27181776	3	2	3	2
SRR31167888	5	1	5	1
SRR30714934	1	1	1	1
SRR31096283	1	1	1	1
SRR30589548	3	2	3	2
SRR3126331	1	1	1	1
SRR1219659	?	?	1	?
SRR10569291	1	1	1	1
SRR7106941	?	?	?	?
SRR14420396	1	2	1	2
SRR28015199	1	1	1	1
SRR27663405	3	2	3	2
SRR24839135	5	1	5	1
SRR24839354	5	1	5	1
SRR24839573	5	1	5	1
SRR24842838	5	1	5	1
SRR24843327	5	1	5	1
SRR28073618	?	?	3	2
ERR3474633	3	2	3	2
SRR15282424	2	2	2	2
SRR15282651	2	2	2	2
SRR10436507	1	1	1	1
SRR19404246	1	1	1	1
SRR17349479	7	3	7	3
SRR2054788	1	1	1	1
SRR5215251	3	2	3	2
SRR11445839	3	2	3	2
SRR9678314	1	1	1	1
SRR8875164	3	?	3	?
SRR15084904	1	1	1	1
SRR10161181	?	?	?	?
SRR10294734	3	?	3	?
SRR21931672	1	1	1	1
SRR14242278	3	2	3	2
SRR25222336	9	2	9	2
SRR28834921	5	1	5	1
SRR25266120	1	2	1	2
SRR28752625	5	1	5	1
SRR28388485	1	1	1	1
SRR24842919	5	1	5	1
SRR28464539	5	1	5	1
SRR12389656	?	?	?	?
SRR16359656	9	2	9	2
SRR17769798	1	1	1	1
SRR16770206	1	1	1	1
SRR18273536	3	2	3	2
SRR29953249	5	1	5	1
SRR29022295	1	1	1	1
SRR25382858	3	2	3	2
SRR29740406	5	1	5	1
SRR29740734	5	1	5	1
SRR29248457	3	2	3	2
SRR29009354	3	2	3	2
SRR29360558	3	2	3	2
SRR29085751	3	2	3	2
SRR29833354	1	1	1	1
SRR29543310	5	1	5	1
SRR27384412	3	2	3	2
SRR27384633	3	2	3	2
SRR29692846	?	?	1	1
ERR13358305	3	2	3	2
SRR27181120	3	2	3	2
SRR27181339	?	2	?	2
SRR27181558	1	1	1	1
SRR27181777	1	2	?	2
SRR31167889	5	1	5	1
SRR30714935	?	1	?	?
SRR31096284	3	2	3	2
SRR30589549	3	2	3	2
SRR3126332	1	1	1	1
SRR1219660	?	?	1	?
SRR10569292	1	1	1	1
SRR5027262	1	?	1	?
SRR14420397	1	2	1	2
SRR28015200	1	1	1	1
SRR27663406	3	2	3	2
SRR24839136	5	1	5	1
SRR24839355	5	1	5	1
SRR24839574	5	1	5	1
SRR24842848	5	1	5	1
SRR24843328	5	1	5	1
SRR28073619	?	?	3	2
ERR3474634	?	?	?	?
SRR15282425	2	2	2	2
SRR15282652	2	2	2	2
SRR10436508	1	1	1	1
SRR19404247	1	1	1	1
SRR17349480	7	3	7	3
SRR6364208	3	?	3	?
SRR5215252	3	2	3	2
SRR11445840	3	2	3	2
SRR9678315	1	1	1	1
SRR8875165	3	?	3	?
SRR15084905	1	1	1	1
SRR10161182	?	?	?	?
SRR10294735	3	?	3	?
SRR21931673	1	1	1	1
SRR14242279	?	?	?	?
SRR25222337	9	2	9	2
SRR28834923	5	1	5	1
SRR25266121	1	2	1	2
SRR28752626	5	1	5	1
SRR28388486	1	1	1	1
SRR24842921	5	1	5	1
SRR28464540	5	1	5	1
SRR15886374	1	1	1	1
SRR16359657	9	2	9	2
SRR17769799	1	1	1	1
SRR16770207	1	1	1	1
SRR18273537	3	2	3	2
SRR29953250	5	1	5	1
SRR29022296	1	1	1	1
SRR25382859	1	1	1	1
SRR29740407	5	1	5	1
SRR29740735	5	1	5	1
SRR29248458	3	2	3	2
SRR29009355	1	1	1	1
SRR29360559	3	2	3	2
SRR29085752	1	1	1	1
SRR29833355	3	2	3	2
SRR29543311	5	1	5	1
SRR27384413	3	2	3	2
SRR27384634	3	2	3	2
SRR29692847	?	?	3	2
SRR27180902	1	1	1	1
SRR27181121	3	2	3	2
SRR27181340	?	2	?	2
SRR27181559	?	?	?	?
SRR27181778	3	2	3	2
SRR31167890	5	1	5	1
SRR30714936	1	1	1	1
SRR31096285	3	2	3	2
SRR30589550	3	2	3	?
SRR3126333	1	1	1	1
SRR1219661	?	?	1	?
SRR10569293	1	1	1	1
SRR5027264	1	?	1	?
SRR14420398	1	2	1	2
SRR28015201	1	1	1	1
SRR27663407	3	2	3	2
SRR24839137	5	1	5	1
SRR24839356	5	1	5	1
SRR24839575	5	1	5	1
SRR24842849	5	1	5	1
SRR24843329	5	1	5	1
SRR28073620	?	?	3	2
ERR3474635	3	?	3	?
SRR15282426	2	2	2	2
SRR15282653	2	2	2	2
SRR10436509	1	1	1	1
SRR19404248	1	1	1	1
SRR17349481	7	3	7	3
SRR6364209	3	?	3	?
SRR5215253	3	2	3	2
SRR11445841	3	2	3	2
SRR9678316	1	1	1	1
SRR8875166	3	?	3	1
SRR15084906	1	1	1	1
SRR10161183	?	?	?	?
SRR10294736	3	?	3	?
SRR21931674	1	1	1	1
SRR14242280	3	2	3	2
SRR25222338	1	1	1	1
SRR28834924	5	1	5	1
SRR25266122	1	2	1	2
SRR28752627	5	1	5	1
SRR28388487	1	?	1	?
SRR24842922	5	1	5	1
SRR11611114	5	1	5	1
SRR15886375	?	1	1	1
SRR16359658	9	2	9	2
SRR17769800	1	1	1	1
SRR16770208	1	1	1	1
SRR18273538	3	2	3	2
SRR29953251	5	1	5	1
SRR29022297	1	1	1	1
SRR28912777	5	1	5	1
SRR29740408	5	1	5	1
SRR29740736	5	1	5	1
SRR29248459	3	2	3	2
SRR29009356	1	1	1	1
SRR29360560	3	2	3	2
SRR29085753	3	2	3	2
SRR29833356	3	2	3	2
SRR29543312	5	1	5	1
SRR27384414	3	2	3	2
SRR27384635	3	2	3	2
SRR29692848	?	?	1	1
SRR27180903	3	2	3	2
SRR27181122	?	?	?	?
SRR27181341	?	?	?	?
SRR27181560	3	2	3	2
SRR27181779	?	2	?	2
SRR31167891	5	1	5	1
SRR30714937	1	1	1	1
SRR31096286	3	2	3	2
SRR30589551	3	2	3	2
SRR7253124	1	?	1	?
SRR1219662	?	?	1	?
SRR10569294	1	1	1	1
SRR5027265	1	?	1	?
SRR14420399	1	2	1	2
SRR28015202	1	1	1	1
SRR27663408	3	2	3	2
SRR24839138	5	1	5	1
SRR24839357	5	1	5	1
SRR24839576	5	1	5	1
SRR24842850	5	1	5	1
SRR24843331	5	1	5	1
SRR28073621	?	?	3	2
ERR3474636	3	2	3	?
SRR15282427	2	2	2	2
SRR15282654	2	2	2	2
SRR10436510	1	1	1	1
SRR19404249	1	1	1	1
SRR17349482	7	3	7	3
SRR6364210	3	?	3	?
SRR5215254	3	2	3	2
SRR11445842	3	2	3	2
SRR9678317	1	1	1	1
SRR8875167	3	?	3	?
SRR15084907	1	1	1	1
SRR10161184	?	?	?	?
SRR10294737	3	?	3	?
SRR21931675	1	1	1	1
SRR14242281	3	2	3	2
SRR25222339	9	2	9	2
SRR28834926	5	1	5	1
SRR25266123	1	2	1	2
SRR28752628	5	1	5	1
SRR28388488	?	?	1	?
SRR24842923	5	1	5	1
SRR12389440	3	8	3	8
SRR15886376	1	1	1	1
SRR16359659	9	2	9	2
SRR17769801	1	1	1	1
SRR16770209	1	1	1	1
SRR18273539	3	2	3	2
SRR29953252	5	1	5	1
SRR29022298	1	1	1	1
SRR28912778	5	1	5	1
SRR29740409	5	1	5	1
SRR29740737	5	1	5	1
SRR29248460	3	2	3	2
SRR29009357	1	1	1	1
SRR29360561	3	2	3	2
SRR29085754	1	1	1	1
SRR29833357	3	2	3	2
SRR29543313	5	1	5	1
SRR27384415	3	2	3	2
SRR27384636	3	2	3	2
SRR29692849	?	?	3	2
SRR27180904	1	1	1	1
SRR27181123	3	2	3	2
SRR27181342	3	2	3	2
SRR27181561	1	1	1	1
SRR27181780	3	2	3	2
SRR31167892	5	1	5	1
SRR30714938	1	1	1	1
SRR30404401	5	1	5	1
SRR30589552	3	2	3	2
